0,26,4
50,16,25
21,36,15
44,11,20
37,25,9
19,45,9
24,39,27
21,2,7
7,39,11
5,2,19
1,12,29
27,33,4
38,47,24
45,1,26
8,0,13
42,40,16
7,45,27
49,42,25
21,16,26
46,9,19
9,1,26
19,6,30
49,17,28
3,38,6
34,14,16
3,48,14
43,2,3
23,10,29
8,49,10
23,11,25
2,0,20
48,20,24
2,22,26
28,43,21
20,32,24
45,9,17
49,29,11
8,36,17
37,41,23
50,2,12
13,38,25
2,50,17
14,3,7
42,28,26
9,42,27
45,14,10
10,24,10
4,14,27
42,14,8
25,45,6
24,38,24
38,3,2
32,4,13
2,48,7
33,48,21
2,4,9
18,17,30
28,23,13
9,9,25
0,34,17
34,15,19
30,47,20
45,13,14
5,36,23
17,43,30
10,39,17
7,4,4
3,11,2
37,22,27
23,42,15
15,37,26
48,41,25
15,1,13
5,9,20
2,49,24
24,4,22
16,25,30
44,2,25
13,50,28
29,10,13
48,16,23
16,16,9
4,41,15
32,2,4
31,28,6
1,23,26
39,3,22
50,15,1
31,37,4
19,2,17
16,3,25
49,2,22
24,3,4
41,47,2
11,14,3
17,2,22
36,34,3
19,25,29
49,40,25
37,45,10
7,6,26
27,41,14
40,49,11
1,6,4
25,3,3
5,30,7
3,13,25
38,14,30
49,21,22
14,27,16
6,39,9
30,0,30
30,2,14
19,35,25
21,27,5
45,38,4
50,25,13
14,36,18
37,35,7
17,42,9
30,25,22
7,28,8
22,47,21
34,24,12
2,33,26
44,1,30
23,38,12
49,18,25
41,2,13
7,25,1
27,40,5
7,20,20
48,31,8
4,29,3
32,39,8
19,22,17
6,14,9
20,1,9
14,23,3
12,28,10
50,32,7
48,38,27
3,39,3
10,44,5
47,46,26
26,47,25
26,6,1
7,40,28
33,39,27
35,33,21
32,20,19
50,22,4
37,33,4
31,33,27
41,14,7
42,35,25
43,30,1
39,41,16
46,33,9
33,30,12
9,41,5
31,13,24
20,9,2
9,6,30
32,31,27
18,3,12
2,42,17
0,23,11
18,23,3
22,39,17
28,1,12
33,45,2
26,25,9
25,32,12
15,33,2
22,33,25
35,21,9
9,15,20
17,29,2
0,48,2
45,49,26
36,2,24
35,50,5
44,6,4
2,16,30
33,24,9
48,6,11
8,50,18
49,48,26
28,40,9
5,40,22
0,9,26
49,25,20
10,1,18
32,45,20
30,11,24
12,48,2
27,42,16
47,0,5
23,23,8
11,11,29
19,32,29
12,19,9
26,16,4
9,35,23
37,3,7
50,35,25
40,10,29
48,9,30
12,9,21
16,12,5
14,9,30
29,0,11
16,34,30
37,0,10
44,29,24
49,14,25
20,23,15
43,23,19
40,15,7
37,19,14
40,20,27
43,31,2
35,11,18
27,44,30
11,18,27
41,23,8
32,47,21
18,21,20
28,10,13
35,18,3
13,2,26
2,37,16
7,35,26
25,48,11
10,27,16
9,33,5
20,35,9
38,2,26
14,25,28
37,20,6
30,35,22
7,41,1
44,14,11
26,2,22
8,46,1
16,30,2
35,20,2
8,16,11
22,9,30
29,37,14
12,37,6
42,23,18
15,49,28
28,48,27
17,25,28
37,49,30
14,40,7
8,41,6
33,40,24
30,41,21
21,34,5
45,32,8
0,38,20
15,12,6
50,44,25
27,10,7
40,42,13
10,0,15
29,13,12
36,18,7
45,37,7
7,37,7
50,17,13
32,6,5
16,20,25
28,11,1
1,37,7
40,18,8
28,14,29
19,30,11
16,43,28
16,29,12
3,19,5
18,22,9
24,30,24
18,6,13
22,50,16
39,8,5
35,17,6
19,28,7
16,49,10
15,34,14
38,36,17
15,19,8
47,17,21
36,21,27
30,30,30
29,2,30
29,5,29
46,6,24
5,35,7
48,29,29
28,28,5
43,28,13
33,10,16
43,0,3
25,9,1
3,28,23
16,26,15
20,27,13
29,27,19
27,46,19
36,13,14
41,16,1
29,31,22
33,0,29
27,3,22
50,31,6
37,5,20
23,16,2
23,7,13
7,46,4
33,50,29
49,12,7
22,6,24
2,1,22
24,40,5
0,14,6
32,12,12
10,31,18
9,46,14
41,38,12
33,26,9
35,22,28
41,20,4
26,9,11
14,19,10
14,8,21
36,31,21
31,31,23
35,24,25
0,27,5
28,32,16
30,10,23
41,48,14
30,36,6
30,46,4
0,19,19
20,13,29
49,39,27
1,46,24
47,5,11
10,25,28
47,31,22
31,12,9
31,14,10
18,47,17
4,3,20
12,4,5
21,45,27
48,4,26
40,38,24
23,8,4
39,23,26
15,24,7
19,8,7
19,23,14
18,5,16
30,22,17
16,13,4
38,38,12
25,18,9
46,10,4
37,30,14
39,31,15
11,35,30
0,28,20
28,49,1
42,47,8
1,38,14
43,19,29
23,0,28
27,20,22
13,42,23
25,19,21
23,22,4
28,17,27
2,40,19
5,19,10
40,5,19
39,43,30
3,15,7
23,20,1
2,47,30
45,16,22
4,34,7
5,41,30
10,9,23
34,29,22
46,38,29
9,14,12
1,5,26
24,44,22
11,20,21
0,31,15
13,20,1
6,11,7
18,33,11
6,26,23
46,18,23
40,46,4
46,37,28
8,5,20
15,2,10
2,13,6
29,4,9
48,46,10
2,7,30
40,36,7
15,39,7
38,31,25
18,46,17
4,46,27
1,7,9
12,47,26
24,6,9
20,2,4
43,25,7
16,37,3
6,5,27
39,15,13
46,15,6
41,25,30
19,36,15
31,17,23
45,0,29
37,8,2
41,1,26
14,22,3
38,10,30
29,36,23
36,44,29
18,27,11
12,24,27
30,28,15
19,49,21
45,34,13
47,15,17
40,17,28
36,32,21
28,24,20
8,8,7
35,39,27
10,22,18
36,5,28
26,49,15
3,1,23
37,2,4
23,26,17
50,8,7
38,32,20
30,38,11
44,48,12
32,7,22
48,48,20
21,11,15
15,15,16
19,31,8
9,26,16
44,25,20
31,9,21
26,35,12
4,24,25
31,48,17
10,34,4
40,33,7
40,9,11
33,17,14
31,10,23
3,8,25
21,9,20
27,49,19
35,41,19
45,48,9
10,28,15
0,17,4
39,16,28
0,37,27
25,33,28
36,48,25
28,42,20
14,34,17
36,20,23
48,5,30
23,36,18
24,20,17
30,43,4
15,14,9
46,14,12
11,2,2
14,13,30
21,40,20
3,24,10
18,12,20
19,21,28
21,41,17
30,44,13
47,50,25
5,17,16
19,40,11
32,14,18
40,16,27
40,6,3
38,9,12
45,17,27
45,26,26
44,32,25
8,1,15
29,18,24
29,42,20
41,5,19
13,22,21
27,16,25
39,6,11
12,26,1
5,44,9
23,45,5
22,45,1
36,9,1
36,17,25
45,18,17
9,39,30
15,36,30
14,28,8
30,15,22
34,23,25
26,43,11
24,15,10
10,13,17
7,48,17
45,12,7
17,6,30
39,13,12
23,43,24
47,4,29
16,8,23
31,8,4
41,45,27
3,25,4
45,10,28
46,26,6
46,7,16
35,16,28
35,9,3
50,28,17
34,38,12
6,4,15
33,4,15
22,49,20
0,10,6
46,2,30
6,46,29
43,32,14
39,27,14
19,14,17
17,26,8
4,26,19
28,33,12
25,49,7
45,50,30
19,4,17
7,5,8
9,8,3
20,38,14
6,36,24
26,39,29
9,12,21
47,3,20
6,43,18
20,31,9
15,7,21
35,44,8
35,27,10
42,49,7
4,32,8
23,46,8
2,17,1
26,36,10
13,33,2
20,37,24
14,49,28
12,6,4
43,47,22
31,23,26
44,49,3
4,31,16
5,37,25
34,28,22
9,37,16
1,31,16
36,29,6
22,8,20
21,25,19
36,46,30
15,11,15
42,7,12
5,7,19
